"name","price","model","mileage"
"پلاس","570000000","1401","150"
"S5","900000000","1399","37000"
"پریوس","1419000000","1395","150000"
"پلاس","488000000","1400","35000"
"جنسیس","950000000","1389","110000"
"LX","420000000","1399","20000"
"206","375000000","1399","52000"
"سوناتا","800000000","1385","275000"
"کمری","850000000","1385","330000"
"S5","815000000","1396","54000"
"پاترول","260000000","1376","260000"
"پلاس","490000000","1399","10600"
"پارس","300000000","1398","150000"
"فلوئنس","1220000000","1395","75000"
"131","185500000","1399","70000"
"H320","535000000","1397","75000"
"سوناتا","760000000","1385","230000"
"کپچر","980000000","1394","53000"
"207","395000000","1398","70000"
"H320","505000000","1397","115000"
"توسان","830000000","1387","195000"
"زانتیا","145000000","1384","260000"
"206","190000000","1390","225000"
"کمری","800000000","1386","240000"
"سراتو","1080000000","1396","56000"
"سوناتا","2140000000","1395","47000"
"راوفور","1814967296","1392","141000"
"ام","505032704","1394","120000"
"سورنتو","1090000000","1387","208000"
"تندر","410000000","1396","95000"
"وی","465000000","1399","53000"
"ماکسیما","660000000","1386","250000"
"تک","345000000","1400","0"
"توسان","1660000000","1392","74000"
"ام","205032704","1392","64000"
"ام","44967296","1393","88000"
"131","180000000","1398","25000"
"206","375000000","1399","20500"
"H320","525000000","1397","80000"
"وی","1090000000","1401","0"
"ام","744967296","1392","98000"
"توسان","1700000000","1393","86000"
"فنگ،","460000000","1396","11000"
"ام","1190000000","1401","1700"
"وراکروز","1294967296","1389","9000"
"پارس","255000000","1393","120000"
"اسپورتیج","1820000000","1393","103000"
"دنده","215000000","1399","50000"
"کلاس","1530000000","1386","330000"
"سراتو","850000000","1391","77000"
"گراند","745000000","1388","241000"
"H330","450000000","1396","60000"
"آزرا","1640000000","1391","200000"
"X60","315000000","1392","161000"
"پلاس","560000000","1400","23000"
"وی","227000000","1395","104000"
"پلاس","450000000","1399","55000"
"ام","589934592","1395","30000"
"i20","620000000","1390","150000"
"توسان","1380000000","1390","150000"
"پاسات","994967296","1396","70000"
"پارس","520000000","1398","49000"
"هایلوکس","2044967296","1390","130000"
"405","148000000","1389","140000"
"سراتو","1050000000","1397","63000"
"V7","635000000","1395","90000"
"توسان","1844967296","1395","61000"
"207","375000000","1396","127000"
"سانتافه","1194967296","1395","42000"
"پارس","460000000","1401","4500"
"131","162000000","1396","106000"
"کرولا","1780000000","1393","120000"
"کلاس","1144967296","1390","71000"
"ام","944967296","1392","130000"
"پلاس","560000000","1400","14000"
"اسپورتیج","1450000000","1393","161000"
"مگان","540000000","1391","107000"
"207","420000000","1399","50000"
"آزرا","1650000000","1391","160000"
"سراتو","1385000000","1398","12000"
"سوناتا","1255000000","1389","210000"
"گراند","920000000","1390","132000"
"ساندرو","625000000","1396","159000"
"ریو","210000000","1389","250000"
"207","440000000","1397","120000"
"سانتافه","244967296","1396","0"
"رونیز","550000000","1383","115000"
"سراتو","1350000000","1394","150000"
"2008","1250000000","1397","55000"
"پارس","420000000","1397","66000"
"پلاس","378000000","1401","18500"
"131","178000000","1397","88000"
"راوفور","894967296","1394","60000"
"جولیتا","760000000","1390","126000"
"دو","375000000","1400","0"
"کلاس","594967296","1390","48000"
"سراتو","1300000000","1392","105000"
"اوتلندر","1914967296","1395","113000"
"S7","1000000000","1400","24000"
"گراند","1650000000","1397","48000"
"2","830000000","1401","0"
"131","175000000","1398","53000"
"LX","180000000","1389","300000"
"سانتافه","1800000000","1393","120000"
"امگا","340000000","1995","228000"
"گل","205000000","1388","250000"
"206","325000000","1398","60000"
"S7","1200000000","1401","0"
"ام","1150000000","1386","200000"
"سوناتا","1744967296","1395","43000"
"سراتو","1330000000","1394","68000"
"النترا","1265000000","1392","100000"
"S5","970000000","1401","5300"
"S5","1057000000","1400","0"
"وی","95000000","1388","130000"
"پارس","425000000","1400","52000"
"207","506000000","1401","0"
"ام","1850000000","1386","157000"
"اسپورتیج","815000000","1386","190000"
"CS","580000000","1396","100000"
"XC90","1005032704","1394","72000"
"راوفور","794967296","1395","40000"
"S5","1100000000","1401","0"
"NX","1055032704","1395","25000"
"3","1400000000","1396","73000"
"سراتو","710000000","1395","63000"
"پارس","450000000","1401","0"
"151","169000000","1401","0"
"اتوماتیک","288000000","1401","0"
"سراتو","1060000000","1391","125000"
"اسپورتیج","1900000000","1392","30000"
"یانگ،","585000000","1386","225000"
"هایلوکس","734967296","1394","70000"
"S5","940000000","1399","8700"
"سانتافه","1124967296","1395","13000"
"ساندرو","650000000","1397","16000"
"جنسیس","2094967296","1391","100000"
"تندر","365000000","1395","130000"
"ساندرو","600000000","1397","85000"
"405","210000000","1391","252000"
"کولیوس","1750000000","1393","40000"
"ماکسیما","840000000","1387","254000"
"206","290000000","1397","93000"
"207","539000000","1401","0"
"ایما","1800000000","1401","0"
"3","1200000000","1397","75000"
"سانتافه","1044967296","1395","16000"
"وای","770000000","1396","72000"
"ورنا","250000000","1385","300000"
"ساندرو","650000000","1397","40000"
"207","340000000","1390","158000"
"ساندرو","665000000","1397","43000"
"ایما","1500000000","1401","0"
"3","880000000","1390","133000"
"تالیسمان","2104967296","1395","39000"
"ام","1970000000","1385","240000"
"تیگو","1257000000","1401","0"
"پارس","280000000","1394","180000"
"آریزو","560000000","1396","145000"
"وی","562000000","1401","0"
"وی","775000000","1401","7500"
"پاترول","285000000","1377","272000"
"پاجرو(مونتاژ)","820000000","1386","248000"
"3","930000000","1390","168000"
"تندر","385000000","1396","109000"
"508","2144967296","1395","20000"
"ام","1684901888","1395","0"
"206","365000000","1399","30000"
"اسپورتیج","1660000000","1392","150000"
"وی","105000000","1390","193000"
"توسان","1570000000","1392","74000"
"LX","303000000","1397","98000"
"پارس","405000000","1401","0"
"ام","444967296","1395","200000"
"206","338000000","1398","59000"
"پارس","418000000","1399","7000"
"3","755000000","1389","178000"
"سراتو","1140000000","1397","52000"
"سراتو","1700000000","1394","39000"
"ام","1800000000","1392","120000"
"206","340000000","1398","30000"
"SE","168000000","1391","294000"
"سانتافه","1244967296","1395","60000"
"کاین","610065408","1391","45000"
"وای","730000000","1397","26000"
"پارس","295000000","1396","120000"
"206","110000000","1381","276000"
"206","290000000","1397","88000"
"LX","220000000","1394","158000"
"سوناتا","730000000","1385","270000"
"سانتافه","1444967296","1395","45000"
"سوناتا","1994967296","1395","124000"
"206","295000000","1396","92000"
"النترا","2094967296","1396","12000"
"207","433000000","1396","130000"
"ام","789934592","1395","8000"
"جی،","510000000","1398","43000"
"توسان","1447000000","1391","96000"
"بیتل","2000000000","1390","200000"
"S5","1120000000","1401","0"
"LX","360000000","1398","127000"
"2","835000000","1401","0"
"بیتل","1980000000","1391","150000"
"روآ","79000000","1386","152000"
"206","245000000","1389","132000"
"جی","380000000","1394","140000"
"اپتیما","1644967296","1395","110000"
"S7","1030000000","1400","31000"
"کپچر","1100000000","1394","30000"
"سانتافه","994967296","1395","13000"
"کپچر","1100000000","1395","100000"
"207","355000000","1395","127000"
"پارس","388000000","1399","27000"
"النترا","1950000000","1395","65000"
"کمری","950000000","1384","270000"
"معمولی","428000000","1400","20500"
"151","210000000","1401","0"
"ایما","1600000000","1401","0"
"پاسات","944967296","1396","32000"
"C3","1230000000","1398","60000"
"ساندرو","690000000","1398","102000"
"سورنتو","1614967296","1393","80000"
"جنسیس","1499000000","1389","205000"
"رونیز","950000000","1388","310000"
"میراژ","540000000","1393","117000"
"تندر","345000000","1397","99000"
"دو","391000000","1401","0"
"ام","2055032704","1394","30000"
"سراتو","1350000000","1397","0"
"سانتافه","2100000000","1393","91000"
"405","279000000","1396","138000"
"ام","1089934592","1391","38000"
"سورنتو","1994967296","1391","190000"
"صندوق","218000000","1399","8000"
"پلاس","505000000","1400","13000"
"پلاس","438000000","1397","125000"
"سراتو","870000000","1397","20000"
"سراتو","1070000000","1396","88000"
"سراتو","700000000","1388","170000"
"پارس","480000000","1397","17000"
"اس،","1550000000","1395","54000"
"S7","1100000000","1401","0"
"H330","550000000","1397","66000"
"LX","322000000","1400","7000"
"206","400000000","1399","19000"
"دنده","235000000","1401","0"
"وی","797000000","1399","23000"
"GC6","410000000","1397","64000"
"پارس","318000000","1397","32000"
"111","188000000","1398","27000"
"ام","505032704","1393","50000"
"B30","670000000","1398","8000"
"فنگ،","360000000","1397","123000"
"رونیز","850000000","1387","218000"
"صندوق","83000000","1384","184000"
"سراتو","880000000","1395","100000"
"207","435000000","1396","69000"
"سانتافه","1844967296","1394","70000"
"RX","1594967296","1388","200000"
"NX","555032704","1394","110000"
"سانتافه","1944967296","1394","60000"
"توسان","1540000000","1392","100000"
"ام","305032704","1396","15000"
"H320","515000000","1397","45000"
"النترا","1470000000","1393","38000"
"206","292000000","1398","86000"
"H330","415000000","1394","125000"
"207","459000000","1397","86000"
"کمری","735000000","1384","243000"
"لندکروز","1589934592","1388","120000"
"سانتافه","1744967296","1394","90000"
"آریزو","870000000","1401","0"
"C70","2094967296","1391","100000"
"206","300000000","1396","106000"
"دوگانه","245000000","1399","45000"
"اس،","1790000000","1396","34000"
"النترا","1250000000","1392","129000"
"تندر","362000000","1396","124000"
"111","145000000","1394","150000"
"تیگوان","694967296","1396","82000"
"207","460000000","1396","43000"
"151","188000000","1400","46000"
"رونیز","620000000","1383","256000"
"EX","219999999","1400","18900"
"405","120000000","1385","300100"
"207","629000000","1400","12620"
"405","55000000","1379","310000"
"کارنز","1650000000","1394","152000"
"ام","1200000000","1386","160000"
"پارس","175000000","1390","240000"
"207","435000000","1396","72000"
"یانگ،","2000000000","1391","215000"
"سوناتا","1994967296","1395","84000"
"اپتیما","2144967296","1394","118000"
"کوپا","1040000000","1397","20300"
"سانتافه","944967296","1395","25000"
"206","265000000","1396","93000"
"3","900000000","1389","200000"
"توسان","1230000000","1389","167000"
"پلاس","482000000","1400","12000"
"323","328000000","1385","198000"
"اتوماتیک","640000000","1401","2000"
"207","375000000","1396","56000"
"تندر","367000000","1396","182000"
"سراتو","1050000000","1397","54000"
"207","445000000","1397","78000"
"هایلوکس","1894967296","1392","145000"
"مورانو","1100000000","1388","240000"
"داستر","725000000","1392","220000"
"وراکروز","2050000000","1388","195000"
"جنسیس","2064967296","1389","62000"
"RX","1424967296","1388","219000"
"وی","240000000","1393","155000"
"تندر","375000000","1395","130000"
"ام","1220000000","1383","155000"
"206","295000000","1398","83000"
"سوناتا","1700000000","1395","153000"
"هایلوکس","1094967296","1393","90000"
"سراتو","1080000000","1396","85000"
"وی","505000000","1399","70000"
"S7","745000000","1395","90000"
"سراتو","1500000000","1393","68000"
"X7","160000000","1386","260000"
"جن","255000000","1385","240000"
"لندکروز","610065408","1390","105000"
"سانتافه","1970000000","1393","74000"
"IS","744967296","1393","41000"
"S5","935000000","1399","28000"
"تیگوان","844967296","1396","130000"
"پرایم","1533000000","1401","0"
"جی،","1050000000","1394","195000"
"206","265000000","1396","124000"
"ولستر","1220000000","1394","135000"
"کرولا","835000000","1385","113000"
"ریچ","510000000","1394","154000"
"پارس","370000000","1400","10000"
"پرایم","1250000000","1400","34000"
"X50","290000000","1394","90000"
"206","260000000","1393","112000"
"تندر","170000000","1387","203000"
"سراتو","2030000000","1395","0"
"ام","194967296","1393","55000"
"هاچ","139000000","1393","110000"
"تالیسمان","1699000000","1395","64000"
"صندوق","216000000","1401","20000"
"کلاس","405032704","1386","69000"
"سراتو","630000000","1388","200000"
"کرولا","1585000000","1393","69400"
"S5","970000000","1400","17000"
"سانتافه","1799000000","1392","69000"
"ساندرو","510000000","1395","126000"
"NX","355032704","1395","50000"
"131","182000000","1398","50000"
"تندر","595000000","1397","41000"
"3","650000000","1388","250000"
"ام","1289934592","1395","12000"
"ام","1700000000","1401","0"
"پارس","452000000","1401","0"
"207","450000000","1399","19800"
"ولستر","1090000000","1394","90000"
"LX","303000000","1400","35000"
"جی","511000000","1396","68000"
"سانتافه","1094967296","1395","48000"
"تالیسمان","2094967296","1395","60000"
"جی","514000000","1396","62000"
"سورنتو","985000000","1387","205000"
"فلوئنس","730000000","1394","135000"
"جی","515000000","1396","74000"
"ریو","210000000","1388","234000"
"سورن","330000000","1398","0"
"اپتیما","1690000000","1392","159000"
"پرایم","1365000000","1400","0"
"جی","518000000","1396","72000"
"صندوق","55000000","1378","390000"
"پارس","385000000","1396","37000"
"تندر","449000000","1396","116500"
"جنسیس","1250000000","1389","160000"
"H320","505000000","1399","25000"
"جی،","1200000000","1394","115000"
"H320","435000000","1396","76000"
"هایلوکس","2044967296","1392","160000"
"یانگ،","450000000","1384","320000"
"پاسات","1844967296","1396","47000"
"207","368000000","1397","70000"
"کلاس","920000000","1381","350000"
"405","265000000","1399","85000"
"آزرا","1944967296","1392","133000"
"سوناتا","1600000000","1392","146000"
"ام","355032704","1396","35000"
"تیگوان","794967296","1396","130000"
"ام","1150000000","1383","114000"
"2008","1350000000","1397","30000"
"روآ","79500000","1386","305000"
"405","220000000","1393","98000"
"سانتافه","2044967296","1394","140000"
"206","235000000","1393","130000"
"جی،","730000000","1393","116000"
"LX","225000000","1395","182000"
"جی","460000000","1395","100000"
"620","250000000","1394","170000"
"اسپورتیج","905000000","1388","185000"
"207","350000000","1390","115000"
"جی","340000000","1394","160000"
"206","348000000","1400","10000"
"LX","233000000","1394","150000"
"وال،","295000000","1392","190000"
"207","465000000","1401","0"
"207","310000000","1390","114000"
"صندوق","120000000","1388","1000"
"207","400000000","1396","35000"
"V40","1894967296","1392","30000"
"سوناتا","849000000","1386","230000"
"3","1430000000","1398","30000"
"207","420000000","1397","40000"
"سوناتا","1450000000","1392","170000"
"تالیسمان","1980000000","1395","84000"
"سراتو","1235000000","1392","76000"
"صندوق","175000000","1398","137000"
"تیگو","650000000","1395","145000"
"سراتو","1100000000","1397","76000"
"207","465000000","1397","78000"
"اسپورتیج","1785000000","1393","100000"
"پرایم","1330000000","1401","0"
"وی","490000000","1399","70000"
"فنگ،","510000000","1398","38000"
"LX","178000000","1392","280000"
"آریو","470000000","1398","35000"
"206","160000000","1384","190000"
"سراتو","1140000000","1397","30000"
"RD","70000000","1385","300000"
"جی","483000000","1396","65000"
"کادنزا","1780000000","1390","150000"
"توسان","990000000","1388","175000"
"207","465000000","1401","5000"
"دنده","499000000","1401","11000"
"اپتیما","1995967296","1394","75000"
"کلاس","680000000","1380","260000"
"206","250000000","1392","98000"
"تیگو","2144967296","1401","0"
"ساندرو","420000000","1395","88000"
"3","620000000","1387","300000"
"معمولی","262000000","1397","83000"
"207","440000000","1398","3500"
"206","325000000","1397","120000"
"جی","370000000","1393","92000"
"اسپورتیج","1344967296","1395","66000"
"508","2000000000","1395","18000"
"ساندرو","525000000","1396","81000"
"صندوق","108000000","1389","170000"
"CHR","1224967296","1396","0"
"وی","143000000","1393","59400"
"دنده","232000000","1401","7300"
"پارس","415000000","1400","16000"
"H320","640000000","1399","35000"
"وی","245000000","1394","130000"
"وی","456000000","1397","60000"
"پریوس","1390000000","1395","137000"
"206","300000000","1390","80000"
"ماکان","939934592","1395","53000"
"206","308000000","1397","103000"
"206","193000000","1388","270000"
"206","340000000","1398","80000"
"206","298000000","1398","60000"
"کرولا","1370000000","1393","130000"
"206","310000000","1398","37000"
"سورنتو","990000000","1386","216000"
"S5","883000000","1398","36500"
"لنسر","1150000000","1395","97000"
"فلوئنس","810000000","1395","87000"
"وراکروز","1894967296","1389","138000"
"207","495000000","1401","0"
"2008","1300000000","1397","56500"
"وی","105000000","1390","118000"
"پلاس","487000000","1400","12000"
"اپتیما","1314967296","1395","30000"
"پارس","265000000","1394","166000"
"111","180000000","1396","86000"
"پارس","390000000","1400","40000"
"پارس","350000000","1398","27000"
"جی","400000000","1395","74000"
"206","274000000","1396","110000"
"پلاس","503000000","1400","4800"
"111","195000000","1398","26000"
"صندوق","212000000","1400","12800"
"مگان","430000000","1386","230000"
"سانتافه","1674967296","1394","38000"
"B50F","550000000","1395","118000"
"T5","1070000000","1400","24000"
"دوگانه","195000000","1397","91000"
"صندوق","85000000","1385","230000"
"توسان","1620000000","1392","152000"
"111","192000000","1398","70000"
"LX","390000000","1399","39000"
"جنسیس","1944967296","1390","108000"
"وراکروز","2050000000","1390","150000"
"206","342000000","1398","42000"
"کلاس","1050000000","1381","280000"
"206","382000000","1401","0"
"پلاس","505000000","1401","24500"
"207","445000000","1399","34000"
"LX","175000000","1390","230000"
"ام","1000000000","1383","300000"
"وی","640000000","1401","0"
"سورنتو","1844967296","1391","195000"
"LX","235000000","1397","119000"
"پارس","435000000","1399","83500"
"3","1350000000","1396","58000"
"سراتو","570000000","1387","235000"
"206","225000000","1396","160000"
"اپتیما","1364967296","1395","58000"
"206","280000000","1396","184000"
"LX","235000000","1396","122000"
"پارس","330000000","1398","40000"
"ام","39934592","1395","1500"
"206","235000000","1393","194000"
"سانتافه","1850000000","1393","97000"
"3","1350000000","1396","69000"
"سراتو","1125000000","1397","80000"
"2","828000000","1401","0"
"النترا","1450000000","1393","74000"
"ام","940000000","1385","220000"
"206","199000000","1389","328000"
"H230","315000000","1394","40000"
"کلاس","1430000000","1386","185000"
"سدان","100000000","1351","150000"
"اریون","1600000000","1388","250000"
"کپچر","900000000","1394","106000"
"پارس","412000000","1400","17000"
"توسان","1844967296","1395","42000"
"ساندرو","508000000","1395","130000"
"وی","88000000","1387","128000"
"NX","1505032704","1395","5500"
"جی","480000000","1396","142000"
"206","295000000","1396","70000"
"سورن","343000000","1399","78000"
"405","205000000","1394","180000"
"تیگو","1330000000","1401","5600"
"ساندرو","520000000","1395","60000"
"وی","282000000","1397","86000"
"سراتو","1450000000","1393","105000"
"207","492000000","1397","32000"
"صندوق","55000000","1381","300000"
"فنگ،","475000000","1398","45000"
"ایکس","1714967296","1395","130000"
"206","205000000","1392","240000"
"207","557000000","1401","0"
"وانت","142000000","1393","220000"
"پارس","490000000","1398","45000"
"تیگوان","114967296","1396","21800"
"تک","318000000","1399","43000"
"اپتیما","1914967296","1394","62000"
"سانتافه","1850000000","1392","95000"
"پارس","410000000","1400","54000"
"ام","1089934592","1395","60000"
"سراتو","1150000000","1397","54000"
"تندر","387000000","1394","123000"
"کادنزا","2044967296","1392","135000"
"207","492000000","1401","0"
"LX","217500000","1395","179200"
"S3","680000000","1398","25600"
"النترا","1185000000","1392","146000"
"اپتیما","1444967296","1395","45000"
"ام","294967296","1389","200000"
"206","322000000","1398","100000"
"405","230000000","1397","110000"
"پرایم","1380000000","1400","0"
"وانت","255000000","1389","300000"
"111","149500000","1393","70000"
"LX","217000000","1394","180000"
"پارس","165000000","1386","260000"
"پارس","380000000","1401","0"
"رونیز","665000000","1383","285000"
"پلاس","490000000","1400","35000"
"IS","1804967296","1392","108000"
"پارس","355000000","1401","12000"
"ساندرو","550000000","1397","67000"
"ماکسیما","1250000000","1390","99000"
"LX","175000000","1389","170000"
"اسپورتیج","1900000000","1393","62000"
"تیگوان","744967296","1396","55000"
"داستر","1200000000","1395","120000"
"تندر","335000000","1392","131000"
"206","310000000","1398","12000"
"توسان","1375000000","1391","90000"
"i20","1200000000","1396","6700"
"206","345000000","1398","56000"
"پلاس","425000000","1398","86000"
"405","188000000","1393","155000"
"اسپورتیج","830000000","1392","83000"
"i20","790000000","1393","99400"
"دنده","205000000","1398","46000"
"کلاس","1389934592","1394","25000"
"508","1900000000","1394","17000"
"X60","475000000","1396","97000"
"صندوق","68000000","1384","276000"
"آزرا","1000000000","1393","146000"
"اپتیما","1844967296","1394","117000"
"ام","1205032704","1394","51000"
"زانتیا","320000000","1386","239000"
"آزرا","1470000000","1389","90000"
"کلاس","1094967296","1391","140000"
"206","125000000","1383","328000"
"وای","735000000","1396","123000"
"LX","280000000","1395","141000"
"پرایم","1370000000","1401","0"
"دوگانه","142000000","1395","190000"
"جنسیس","1350000000","1387","192000"
"111","186000000","1398","20000"
"206","290000000","1397","60000"
"پارس","340000000","1393","140000"
"CHR","1294967296","1396","57000"
"تیگوان","5032704","1396","41000"
"3","1350000000","1397","32000"
"508","1746000000","1395","84000"
"سانتافه","1250000000","1386","120000"
"تیگوان","194967296","1396","32000"
"فلوئنس","1120000000","1395","90000"
"ام","594967296","1393","80000"
"سورنتو","1494967296","1394","135000"
"LX","265000000","1398","110000"
"تالیسمان","2144967296","1395","100000"
"سانتافه","1994967296","1394","100000"
"مگان","600000000","1391","152000"
"C5","375000000","1384","280000"
"3","1480000000","1398","70000"
"کلاس","1844967296","1389","90000"
"توسان","1510000000","1393","168000"
"207","375000000","1396","80000"
"ام","894967296","1389","123000"
"207","472000000","1401","7600"
"S5","930000000","1399","55000"
"پارس","300000000","1398","90000"
"کلاس","860000000","1384","237000"
"جی،","1130000000","1394","43000"
"هاچ","216000000","1401","656"
"H330","450000000","1395","80000"
"ساندرو","565000000","1397","79000"
"سوناتا","1744967296","1395","29000"
"کرولا","860000000","1387","152000"
"206","315000000","1399","10000"
"207","560000000","1401","0"
"سانتافه","1777000000","1392","150000"
"یانگ،","1240000000","1396","120000"
"صندوق","170000000","1395","105000"
"ساندرو","650000000","1397","85000"
"206","245000000","1394","92000"
"405","310000000","1398","90000"
"صندوق","105000000","1389","277000"
"S7","880000000","1397","83000"
"سوناتا","730000000","1385","140000"
"کلاس","1205032704","1388","75000"
"H320","410000000","1395","192000"
"C5","300000000","1384","111000"
"151","205000000","1401","0"
"دبلیو","1010000000","1399","37000"
"النترا","1920000000","1397","38000"
"S5","790000000","1396","46000"
"206","320000000","1398","19000"
"زانتیا","185000000","1383","300000"
"کرولا","950000000","1386","150000"
"پارس","385000000","1399","40000"
"X7","128000000","1382","208000"
"3","970000000","1390","165000"
"X60","488000000","1396","105000"
"سوناتا","1150000000","1389","221000"
"جی،","719000000","1393","116000"
"یانگ،","1350000000","1395","140000"
"فلوئنس","590000000","1393","255000"
"3","1700000000","1398","1300"
"206","220000000","1390","126000"
"3","600000000","1389","195000"
"مگان","330000000","1387","102000"
"111","145000000","1395","116000"
"207","455000000","1400","0"
"206","197000000","1391","200000"
"سورن","263000000","1395","110000"
"2008","1310000000","1397","39000"
"3","1500000000","1398","54000"
"ام","394967296","1392","58000"
"دوگانه","195000000","1398","169000"
"وی","220000000","1391","250000"
"آزرا","1285000000","1388","163000"
"206","188000000","1390","225000"
"S7","890000000","1397","60000"
"وال،","628000000","1397","80000"
"صندوق","35000000","1381","300000"
"سوناتا","1300000000","1389","200000"
"S5","850000000","1397","58000"
"206","210000000","1390","140000"
"C5","445000000","1385","380000"
"405","110000000","1389","310000"
"زانتیا","180000000","1384","300000"
"i30","735000000","1390","240000"
"پارس","440000000","1401","0"
"تالیسمان","2094967296","1395","28000"
"النترا","1900000000","1397","23500"
"پارس","150000000","1385","170000"
"تندر","348000000","1395","97000"
"206","319000000","1399","0"
"LX","299000000","1398","31000"
"فلوئنس","1220000000","1395","69000"
"سراتو","1150000000","1397","61000"
"اوتلندر","1294967296","1396","41000"
"وراکروز","2044967296","1389","150000"
"سوناتا","1844967296","1395","31000"
"دنده","510000000","1401","1400"
"کلاس","1205032704","1389","60000"
"پلاس","552000000","1400","33000"
"النترا","1340000000","1393","128000"
"S5","800000000","1397","43000"
"131","148000000","1396","131000"
"LX","275000000","1395","300000"
"سراتو","1750000000","1395","90000"
"LX","420000000","1401","0"
"مگان","625000000","1391","78000"
"سانتافه","1574967296","1394","59500"
"تندر","340000000","1395","175000"
"داستر","890000000","1395","120000"
"تندر","325000000","1394","95000"
"دنده","210000000","1399","26000"
"207","480000000","1397","45000"
"131","151000000","1395","90000"
"206","288000000","1399","33000"
"ام","389934592","1396","19000"
"سوناتا","1814967296","1395","58000"
"XC60","2000000000","1392","140000"
"131","190000000","1398","16000"
"وی","270000000","1396","178000"
"معمولی","340000000","1396","123000"
"هاچ","228000000","1401","0"
"جی","295000000","1393","175000"
"132","158000000","1396","84500"
"S7","870000000","1396","90000"
"3","660000000","1389","180000"
"وال،","645000000","1397","54000"
"کولیوس","1250000000","1393","85000"
"207","410000000","1399","48000"
"دوگانه","135000000","1394","190000"
"LX","285000000","1397","60000"
"207","685000000","1400","0"
"206","325000000","1399","21000"
"دنده","533000000","1401","0"
"پاترول","265000000","1376","245000"
"206","325000000","1400","26000"
"i20","990000000","1397","98000"
"سراتو","1200000000","1392","104000"
"پرادو","1944967296","1386","190000"
"کمری","760000000","1383","376000"
"کمری","1050000000","1383","181000"
"تالیسمان","1644967296","1395","7000"
"LX","267000000","1396","59000"
"گراند","1050000000","1395","178000"
"S7","929000000","1398","58000"
"ساندرو","412000000","1396","148000"
"پارس","300000000","1395","103000"
"توسان","1220000000","1389","175000"
"النترا","1210000000","1392","160000"
"تندر","390000000","1396","81000"
"یانگ،","1870000000","1396","11600"
"ورنا","280000000","1386","147000"
"جولیتا","1200000000","1393","110000"
"ام","394967296","1392","60000"
"سانتافه","1800000000","1393","130000"
"پلاس","625000000","1401","0"
"206","355000000","1398","46000"
"131","168000000","1396","28000"
"LX","420000000","1400","20000"
"پارس","385000000","1399","20000"
"پرایم","1275000000","1400","14000"
"S5","970000000","1399","15000"
"3","645000000","1388","270000"
"پارس","170000000","1389","250000"
"LX","165000000","1388","320000"
"پلاس","548000000","1401","7100"
"131","127000000","1390","370000"
"تیگو","1930000000","1401","15000"
"206","238000000","1394","132000"
"سراتو","1040000000","1396","70000"
"سورنتو","1744967296","1393","110000"
"پرایم","1345000000","1401","0"
"207","400000000","1399","42000"
"صندوق","80000000","1385","350000"
"سراتو","1025000000","1396","62000"
"کلاس","1494967296","1389","200000"
"X25","460000000","1398","55000"
"آزرا","1050000000","1387","270000"
"پرایم","1290000000","1401","7800"
"آزرا","894967296","1396","58000"
"جوک","1880000000","1395","59000"
"کادنزا","1600000000","1390","200000"
"سراتو","1800000000","1395","73000"
"تی","1050000000","1390","220000"
"ساندرو","670000000","1397","30000"
"اسپورتیج","1700000000","1392","180000"
"داستر","900000000","1394","150000"
"اوتلندر","1594967296","1396","98700"
"207","580000000","1399","0"
"کلاس","655032704","1387","180000"
"ام","294967296","1393","90000"
"ساندرو","530000000","1396","93000"
"H220","315000000","1397","27000"
"اکسنت","1100000000","1397","75000"
"206","275000000","1395","30000"
"کلاس","1839934592","1393","23000"
"S7","1070000000","1400","0"
"جنسیس","444967296","1390","18000"
"پارس","320000000","1399","24000"
"جنسیس","2000000000","1390","270000"
"یانگ،","780000000","1386","230000"
"سانتافه","1794967296","1394","54000"
"S7","880000000","1397","93000"
"132","138000000","1394","200000"
"پلاس","556000000","1400","8800"
"S5","1010000000","1400","4500"
"2008","1330000000","1397","29000"
"پارس","332000000","1399","50000"
"Y5","1350000000","1401","0"
"سراتو","1320000000","1398","34000"
"ام","105032704","1393","96000"
"3","760000000","1389","220000"
"معمولی","355000000","1396","85000"
"206","344000000","1401","2800"
"دنده","228000000","1401","4000"
"صندوق","205000000","1400","53000"
"گراند","630000000","1385","192000"
"وی","292000000","1396","114000"
"اسپورتیج","1174967296","1395","50000"
"پاترول","235000000","1372","335000"
"206","320000000","1397","56000"
"206","298000000","1395","86000"
"NX","905032704","1395","34000"
"پارس","355000000","1397","105000"
"3","490000000","1388","154000"
"206","295000000","1397","103000"
"سراتو","890000000","1397","69000"
"کاین","89934592","1391","86000"
"206","192000000","1390","253000"
"206","250000000","1393","145000"
"توسان","900000000","1388","127000"
"صندوق","185000000","1399","70450"
"سراتو","770000000","1388","168000"
"پارس","420000000","1400","9000"
"ساندرو","580000000","1396","72000"
"206","267000000","1397","96000"
"207","550000000","1401","0"
"206","170000000","1386","270000"
"تیگو","980000000","1399","49000"
"LX","322000000","1397","106000"
"ساندرو","540000000","1396","70000"
"معمولی","435000000","1400","16200"
"مورانو","910000000","1386","140000"
"ES","2100000000","1387","181000"
"النترا","2050000000","1396","26000"
"اسپورتیج","1660000000","1392","120000"
"LX","310000000","1400","38000"
"دو","280000000","1391","325000"
"دو","388000000","1401","0"
"کوپا","1010000000","1399","8900"
